School Number,School Name,School Level,Public_Private,Enrolment,Academic Year
875236,Old Colony Christian Academy- Kingsville,Elem/Sec,Private,214,2015-2016
884855,Old Colony Christian School,Elem/Sec,Private,256,2015-2016
666478,Olive Grove School,Elem/Sec,Private,721,2015-2016
886807,Olivet New Church School,Elementary,Private,30,2015-2016
666956,OnCourse Education,Secondary,Private,10,2015-2016
886298,One Direction Academy,Secondary,Private,10,2015-2016
887642,Ontario Academy,Secondary,Private,10,2015-2016
884354,Ontario Academy of Technology (OAT),Secondary,Private,10,2015-2016
888067,Ontario Hockey Academy,Secondary,Private,135,2015-2016
889437,Ontario Institute of Technology UP Acade,Secondary,Private,125,2015-2016
666777,Ontario International College,Secondary,Private,61,2015-2016
885901,Ontario Muslim Academy,Elementary,Private,107,2015-2016
887129,Ontario Online Academy,Secondary,Private,15,2015-2016
882694,Ontario eSchool,Secondary,Private,86,2015-2016
665831,OpenMind Alliance Academy,Elementary,Private,19,2015-2016
880248,Or Haemet Sephardic School,Elementary,Private,245,2015-2016
880744,Orangeville Christian School,Elementary,Private,104,2015-2016
880442,Orillia Christian School,Elementary,Private,66,2015-2016
885339,Ottawa Adventist Elementary School,Elementary,Private,43,2015-2016
887358,Ottawa Christian School,Elementary,Private,199,2015-2016
884146,Ottawa Islamic School,Elem/Sec,Private,479,2015-2016
669700,Ottawa Jewish Community School,Elementary,Private,402,2015-2016
881238,Ottawa Montessori School/Ecole Montessor,Elementary,Private,127,2015-2016
882259,Ottawa Torah Institute,Secondary,Private,13,2015-2016
667913,Ottawa Victory Christian Academy,Elem/Sec,Private,20,2015-2016
888788,Otter Lake Christian School,Elem/Sec,Private,35,2015-2016
668714,Otter Valley Christian School,Elem/Sec,Private,20,2015-2016
665195,Our Lady of Mount Carmel Academy,Elem/Sec,Private,58,2015-2016
881566,Our Lady of the Pillar Academy,Elementary,Private,20,2015-2016
877689,Our Lady of the Wayside Catholic School,Elem/Sec,Private,25,2015-2016
876658,Owen Sound Canadian Reformed School,Elementary,Private,32,2015-2016
667315,Oxford College of Canada,Secondary,Private,54,2015-2016
668186,Oxford Learning Academy,Elementary,Private,36,2015-2016
667985,Oxford Reformed Christian School,Elem/Sec,Private,282,2015-2016
666343,P.T.Montessori,Elementary,Private,47,2015-2016
887837,PEAC School for Elite Athletes,Elem/Sec,Private,74,2015-2016
668742,PICC Ummati Elementary School,Elementary,Private,122,2015-2016
668194,Parkdale Montessori School,Elementary,Private,17,2015-2016
886248,Parkside Academy,Elem/Sec,Private,20,2015-2016
666319,Pascal Academy,Secondary,Private,10,2015-2016
888311,Pathfinder Christian School,Elem/Sec,Private,44,2015-2016
878880,Pathways Academy & Early Learning Centre,Elementary,Private,69,2015-2016
889191,Pathways Education Services Inc.,Elem/Sec,Private,15,2015-2016
669660,Pathways Educational Services Inc,Elementary,Private,10,2015-2016
878685,Paul Penna Downtown Jewish Day School,Elementary,Private,143,2015-2016
665848,Peak Centre Academy,Elem/Sec,Private,43,2015-2016
877670,Peel Adventist School,Elementary,Private,92,2015-2016
875732,Peel Montessori School,Elementary,Private,47,2015-2016
663700,Pelican Falls First Nations High School,Secondary,Private,168,2015-2016
665160,Peoples Christian Academy,Elem/Sec,Private,385,2015-2016
883640,Petre College,Secondary,Private,10,2015-2016
878626,Philopateer Christian College,Elem/Sec,Private,325,2015-2016
665010,Phoenix Montessori School Inc,Elementary,Private,34,2015-2016
663816,Pic River Private High School,Secondary,Private,17,2015-2016
884359,Pickering Christian School,Elementary,Private,199,2015-2016
885827,Pickering College,Elem/Sec,Private,407,2015-2016
665443,Pine Ridge Amish School,Elementary,Private,15,2015-2016
883938,Pinehaven Christian School,Elementary,Private,10,2015-2016
888435,Pineview Mennonite School,Elem/Sec,Private,45,2015-2016
875228,Plattsville Christian Private Elementary,Elementary,Private,51,2015-2016
878820,Pleasant View Parochial School,Elementary,Private,44,2015-2016
883443,Polaris Learning Centre,Secondary,Private,10,2015-2016
875406,Poplar Grove Parochial School,Elementary,Private,23,2015-2016
887834,Portlock Parochial School,Elementary,Private,10,2015-2016
884983,Prairie View School,Elementary,Private,10,2015-2016
665949,"Prestige School, The -Richmond Hill",Elem/Sec,Private,41,2015-2016
666394,"Prestige School, The -Toronto",Elem/Sec,Private,166,2015-2016
878154,Pretty River Academy,Elem/Sec,Private,75,2015-2016
888438,Primary Prep Academy,Elementary,Private,25,2015-2016
885415,Princeton Academy of Canada,Secondary,Private,10,2015-2016
668097,Princeton International College,Secondary,Private,5,2015-2016
880862,Prosperity Parochial School,Elementary,Private,10,2015-2016
885401,Providence Christian School,Elementary,Private,178,2015-2016
877999,Providence Reformed Collegiate,Secondary,Private,105,2015-2016
883813,Quantum Academy,Elem/Sec,Private,10,2015-2016
882306,Queen Elizabeth Academy,Secondary,Private,10,2015-2016
666920,Queen's Collegiate,Secondary,Private,10,2015-2016
883508,Queen's International College,Secondary,Private,5,2015-2016
880246,Queensville Montessori Academy,Elementary,Private,23,2015-2016
666126,Quest Collegiate and Recovery Centres,Secondary,Private,10,2015-2016
889830,Quinte Christian High School,Secondary,Private,149,2015-2016
668682,Quintilian Private School of Kingston,Elementary,Private,30,2015-2016
887765,Red Hill Parochial School,Elementary,Private,19,2015-2016
889067,Redeemer Christian High School,Secondary,Private,149,2015-2016
880108,Rehoboth Christian School,Elem/Sec,Private,380,2015-2016
889016,Rehoboth Christian School,Elem/Sec,Private,781,2015-2016
667185,Resurrection Christian Academy,Elementary,Private,67,2015-2016
880574,Rhema Christian School,Elementary,Private,88,2015-2016
665754,Richland Academy,Elementary,Private,120,2015-2016
667056,Richmond Hill Christian Academy,Elem/Sec,Private,357,2015-2016
876518,Richmond Hill Montessori Elementary Scho,Elementary,Private,561,2015-2016
666019,Richmond Hill Private High School,Secondary,Private,30,2015-2016
886335,Ridley College,Elem/Sec,Private,647,2015-2016
887603,Riverbend Academy,Elementary,Private,10,2015-2016
882110,Riverforest Montessori School,Elementary,Private,46,2015-2016
880876,Riverside Parochial School,Elementary,Private,46,2015-2016
666726,Riyadh Alsalehin School,Elem/Sec,Private,543,2015-2016
887153,Robbins Hebrew Academy,Elementary,Private,337,2015-2016
880051,Robert Land Academy,Elem/Sec,Private,91,2015-2016
887762,Rock Community Christian,Elementary,Private,27,2015-2016
876771,Rock of Help Christian Academy,Elem/Sec,Private,20,2015-2016
885681,Rockway Mennonite Collegiate Inc,Elem/Sec,Private,265,2015-2016
885879,Rocky Ridge Parpchial,Elementary,Private,17,2015-2016
665746,Roger White Academy,Elementary,Private,20,2015-2016
667188,Ronald McDonald House Charities Toronto,Elementary,Private,15,2015-2016
668726,Rosedale Academy,Secondary,Private,24,2015-2016
877085,"Rosedale Day School, The",Elementary,Private,114,2015-2016
887617,Rosseau Lake College Private School,Elem/Sec,Private,98,2015-2016
880957,Rotherglen School,Elementary,Private,471,2015-2016
884950,Rotherglen School - Oakville Elementary,Elem/Sec,Private,527,2015-2016
668261,Rouge Valley Education Center,Secondary,Private,163,2015-2016
886530,Rowntree Montessori Schools,Elementary,Private,372,2015-2016
882744,Royal City Baptist Academy,Elem/Sec,Private,15,2015-2016
887482,Royal Crown Academic School,Elem/Sec,Private,295,2015-2016
669681,Royal Elite International Academy,Secondary,Private,101,2015-2016
880996,Royal Imperial Collegiate of Canada,Elem/Sec,Private,10,2015-2016
885094,Royal Oak Community School,Elementary,Private,10,2015-2016
887005,Royal St George's College,Elem/Sec,Private,450,2015-2016
669152,RoyalCrest Academy,Elem/Sec,Private,130,2015-2016
665178,Rutherford Private School and Daycare,Elem/Sec,Private,75,2015-2016
882031,SIMCOE ACADEMY,Elem/Sec,Private,5,2015-2016
668952,SIMRA Academy Private School,Secondary,Private,35,2015-2016
887085,Saba's Academy,Elementary,Private,10,2015-2016
884856,Safa & Marwa Islamic School,Elementary,Private,287,2015-2016
668541,Safa & Marwa Islamic School,Elem/Sec,Private,60,2015-2016
663794,Sakatcheway Anishinabe,Elem/Sec,Private,44,2015-2016
878170,Salaheddin Islamic School,Elem/Sec,Private,323,2015-2016
875392,Salem Valley Parochial School,Elementary,Private,23,2015-2016
886416,Sarnia Christian School,Elementary,Private,109,2015-2016
666269,Sarnia Islamic Academy,Elementary,Private,10,2015-2016
665134,"Sathya Sai School, Toronto, Canada",Elementary,Private,186,2015-2016
882644,Saugeen Pines Parochial School,Elementary,Private,23,2015-2016
884138,Saugeen Riverside Parochial School,Elementary,Private,33,2015-2016
882216,Scholars' Hall Private School,Elem/Sec,Private,91,2015-2016
889954,Scriven Christian Academy,Elem/Sec,Private,10,2015-2016
667497,Seerah Mission School,Elementary,Private,64,2015-2016
877328,Seneca Hill Private School,Elem/Sec,Private,174,2015-2016
669182,Seraphim Academy Inc.,Elem/Sec,Private,20,2015-2016
663743,Seven Generations Secondary School,Secondary,Private,124,2015-2016
880718,Sevenoaks Academy,Elementary,Private,10,2015-2016
666978,Sharpminds Tutoring Inc.,Secondary,Private,54,2015-2016
875643,Sherwood Heights School,Elem/Sec,Private,211,2015-2016
668543,Sherwood Heights School - Mississauga,Elem/Sec,Private,254,2015-2016
877190,Shiloh Christian Institute,Elem/Sec,Private,39,2015-2016
882005,Shiloh Christian School,Elementary,Private,17,2015-2016
668213,Shining Through Centre - Beecroft,Elem/Sec,Private,15,2015-2016
886656,Shining Through Centre - Woodbridge,Elem/Sec,Private,15,2015-2016
665643,Shmuel Zahavy Cheder Chabad School,Elementary,Private,192,2015-2016
880159,Shoore Centre for Learning,Elem/Sec,Private,35,2015-2016
883145,Sidney Ledson Institute - North York,Elementary,Private,54,2015-2016
889237,Signet Christian Private School,Elem/Sec,Private,20,2015-2016
876780,Silver Lake Parochial School,Elementary,Private,16,2015-2016
663786,Simon Jacob Memorial Education Centre,Elem/Sec,Private,47,2015-2016
887773,Smithside Parochial School,Elementary,Private,40,2015-2016
881066,Smithville District Christian High Schoo,Secondary,Private,209,2015-2016
669969,Socrates,Secondary,Private,104,2015-2016
889300,Somerset Academy,Elementary,Private,80,2015-2016
888588,Songbirds Montessori School,Elementary,Private,10,2015-2016
888702,Sonrise Christian Academy,Elementary,Private,61,2015-2016
883009,South Belmore Parochial School,Elementary,Private,33,2015-2016
882097,South Bend Parochial School,Elementary,Private,19,2015-2016
887781,South Heidelberg Parochial School,Elementary,Private,26,2015-2016
668485,South Point Christian School,Elem/Sec,Private,47,2015-2016
667623,South Shore Christian School,Elementary,Private,85,2015-2016
881350,Southern Ontario College,Secondary,Private,70,2015-2016
884405,Spruce Ridge Parochial School,Elementary,Private,27,2015-2016
878219,Spruce Vale Parochial School,Elementary,Private,50,2015-2016
885649,St Andrew's College,Elem/Sec,Private,621,2015-2016
887013,St Clement's School,Elem/Sec,Private,466,2015-2016
666564,St George Academy,Secondary,Private,16,2015-2016
888672,St John's-Kilmarnock School,Elem/Sec,Private,370,2015-2016
887145,St Michael's College School,Elem/Sec,Private,1046,2015-2016
885932,St Mildred's-Lightbourn School,Elem/Sec,Private,510,2015-2016
888849,St. Clement's Early Learning,Elementary,Private,89,2015-2016
882748,St. Helen's Parochial School,Elementary,Private,27,2015-2016
883829,St. Jude's Academy,Elem/Sec,Private,271,2015-2016
667690,St. Jude's School Inc,Elementary,Private,18,2015-2016
885799,St. Laurent Academy Inc,Elem/Sec,Private,100,2015-2016
668619,"St. Lawrence Academy, The",Elementary,Private,31,2015-2016
875309,St. Peter's A.C.H.S. College School,Elementary,Private,5,2015-2016
886351,St. Thomas Community Christian School,Elementary,Private,115,2015-2016
878561,St. Thomas of Villanova College School,Elem/Sec,Private,561,2015-2016
667099,St. Timothy's Classical  Academy,Elementary,Private,51,2015-2016
883332,Stanford Academy,Secondary,Private,37,2015-2016
878430,Star Academy Elementary Private School,Elementary,Private,53,2015-2016
666012,Sterling Education - Rideau Lakes,Elem/Sec,Private,20,2015-2016
669276,Sterling Great Lakes - Mossley  Campus,Elem/Sec,Private,45,2015-2016
884189,"Sterling Hall School, The",Elementary,Private,307,2015-2016
669302,Sterling North Campus - Hamilton Site,Elem/Sec,Private,84,2015-2016
666142,Stone Haven Parochial School,Elementary,Private,10,2015-2016
881554,Stouffville Christian School,Elementary,Private,128,2015-2016
884266,Strata Montessori Adolescent School,Elem/Sec,Private,20,2015-2016
889695,Stratford District Christian School,Elementary,Private,114,2015-2016
889120,Stratford Middle Years School,Elementary,Private,21,2015-2016
886459,Strathroy Community Christian,Elementary,Private,218,2015-2016
878464,Streetsville Academy Elementary School,Elementary,Private,19,2015-2016
885786,SuOn Academy,Secondary,Private,105,2015-2016
667183,SuOn International Academy,Secondary,Private,181,2015-2016
883310,Sudbury Christian Academy,Elementary,Private,63,2015-2016
665668,Suffah Academy of Learning,Elementary,Private,95,2015-2016
669746,Summit College - Cambridge,Elem/Sec,Private,15,2015-2016
889704,Summit College - Guelph,Elem/Sec,Private,15,2015-2016
880004,Summit College - Stratford,Elem/Sec,Private,10,2015-2016
888150,Sunnybrook,Elementary,Private,142,2015-2016
667501,Sunrise Montessori School,Elementary,Private,164,2015-2016
875260,Sunshine Montessori School,Elementary,Private,212,2015-2016
879045,Sunway College (Cdn Pgm),Secondary,Private,914,2015-2016
881864,T.E.A.M. School,Elem/Sec,Private,154,2015-2016
878510,TAIE International Institute,Secondary,Private,160,2015-2016
878855,TALC Academy Private School,Elem/Sec,Private,42,2015-2016
876313,TFS,Secondary,Private,32,2015-2016
666158,TMS School - Bayview,Elementary,Private,456,2015-2016
885797,TMS School - Elgin Mills,Secondary,Private,144,2015-2016
882025,Taddle Creek Montessori School,Elementary,Private,123,2015-2016
884081,Tall Pines School,Elementary,Private,353,2015-2016
666855,Tamarack West Outdoor School,Elementary,Private,10,2015-2016
887170,TanenbaumCHAT Wallenberg Campus,Secondary,Private,588,2015-2016
666351,Tapply Binet College,Secondary,Private,10,2015-2016
668379,Tarbiyah Elementary School,Elementary,Private,141,2015-2016
669947,Tarbiyah Learning,Elementary,Private,66,2015-2016
877743,Tawingo College,Elementary,Private,53,2015-2016
879010,Taylor's College,Secondary,Private,282,2015-2016
881156,Tayyibah Islamic Academy Inc.,Elem/Sec,Private,59,2015-2016
666688,Thaler's Amish Parochial School,Elementary,Private,10,2015-2016
667064,The Boundless School,Secondary,Private,10,2015-2016
885584,The Country Day School,Elem/Sec,Private,731,2015-2016
886025,The Element,Elem/Sec,Private,30,2015-2016
889714,The Hill Academy - Brantford,Secondary,Private,13,2015-2016
667258,The Laurel School,Elementary,Private,27,2015-2016
884612,The Lighthouse Learning and Development,Elementary,Private,5,2015-2016
882978,The London School,Elem/Sec,Private,20,2015-2016
665806,The Maples Independent Country,Elementary,Private,56,2015-2016
669642,The Orchard Montessori School Ltd. (Elem,Elementary,Private,10,2015-2016
665121,The Study Academy,Elem/Sec,Private,57,2015-2016
